('O', 'T', 'H', 'E', 'M', 'D', 'L', 'P', 'G') ('A', 'S', 'I', 'N', 'C', 'U', 'F', 'R', 'W') 3369482133
('A', 'T', 'H', 'E', 'L', 'D', 'M', 'P', 'F') ('O', 'S', 'I', 'N', 'C', 'U', 'G', 'R', 'W') 3255575589
('O', 'T', 'E', 'R', 'M', 'F', 'W', 'D', 'C') ('A', 'S', 'I', 'N', 'L', 'U', 'G', 'H', 'P') 3255533028
('I', 'T', 'H', 'E', 'G', 'D', 'L', 'U', 'F') ('O', 'S', 'A', 'N', 'M', 'C', 'P', 'R', 'W') 3255449771
('I', 'E', 'S', 'T', 'U', 'D', 'F', 'P', 'G') ('O', 'R', 'A', 'N', 'L', 'C', 'W', 'H', 'M') 3255439996
('O', 'T', 'E', 'S', 'M', 'U', 'W', 'D', 'P') ('A', 'R', 'I', 'N', 'L', 'G', 'C', 'H', 'F') 3255394387
('E', 'S', 'T', 'H', 'D', 'C', 'F', 'L', 'U') ('A', 'O', 'I', 'N', 'G', 'R', 'W', 'M', 'P') 3255336147
('O', 'T', 'E', 'R', 'P', 'U', 'W', 'C', 'M') ('A', 'S', 'I', 'N', 'L', 'D', 'G', 'H', 'F') 3255314204
('O', 'T', 'E', 'R', 'M', 'U', 'W', 'D', 'L') ('A', 'S', 'I', 'N', 'C', 'G', 'P', 'H', 'F') 3255300101
('S', 'T', 'H', 'E', 'M', 'D', 'L', 'U', 'W') ('O', 'A', 'I', 'N', 'F', 'R', 'G', 'C', 'P') 3255222421
('O', 'T', 'E', 'R', 'F', 'U', 'W', 'L', 'C') ('A', 'S', 'I', 'N', 'D', 'G', 'P', 'M', 'H') 3255158178
('I', 'T', 'H', 'E', 'P', 'L', 'F', 'G', 'U') ('O', 'S', 'A', 'N', 'R', 'D', 'W', 'C', 'M') 3255148515
('I', 'T', 'E', 'R', 'M', 'U', 'W', 'L', 'C') ('O', 'S', 'A', 'N', 'D', 'F', 'G', 'H', 'P') 3255112802
('O', 'S', 'E', 'R', 'D', 'P', 'C', 'L', 'M') ('A', 'T', 'I', 'N', 'G', 'H', 'U', 'F', 'W') 3255072759
('I', 'T', 'H', 'E', 'P', 'L', 'D', 'U', 'G') ('O', 'S', 'A', 'N', 'R', 'F', 'W', 'C', 'M') 3255058599
('A', 'O', 'E', 'S', 'D', 'F', 'G', 'C', 'W') ('R', 'T', 'I', 'N', 'P', 'H', 'U', 'L', 'M') 3255028397
('A', 'T', 'E', 'S', 'P', 'U', 'W', 'L', 'G') ('O', 'R', 'I', 'N', 'D', 'F', 'C', 'H', 'M') 3254977474
('A', 'O', 'E', 'R', 'D', 'U', 'G', 'M', 'W') ('S', 'T', 'I', 'N', 'C', 'H', 'P', 'L', 'F') 3254972488
('A', 'S', 'T', 'E', 'L', 'P', 'W', 'F', 'G') ('O', 'R', 'I', 'N', 'D', 'U', 'C', 'H', 'M') 3254949366
('E', 'I', 'T', 'H', 'U', 'C', 'P', 'L', 'G') ('O', 'S', 'A', 'N', 'M', 'D', 'F', 'R', 'W') 3254939010
('A', 'S', 'E', 'R', 'D', 'U', 'W', 'C', 'M') ('O', 'T', 'I', 'N', 'G', 'H', 'P', 'L', 'F') 3254898944
('I', 'T', 'E', 'R', 'P', 'F', 'G', 'L', 'C') ('O', 'S', 'A', 'N', 'D', 'U', 'W', 'H', 'M') 3254881769
('A', 'N', 'H', 'E', 'L', 'D', 'M', 'P', 'F') ('O', 'I', 'S', 'T', 'U', 'R', 'W', 'C', 'G') 3254881021
('A', 'O', 'H', 'E', 'D', 'L', 'M', 'P', 'F') ('S', 'T', 'I', 'N', 'G', 'U', 'C', 'R', 'W') 3254858345
('O', 'S', 'E', 'R', 'C', 'U', 'G', 'L', 'M') ('A', 'T', 'I', 'N', 'D', 'H', 'P', 'F', 'W') 3254770375
('I', 'N', 'H', 'E', 'L', 'D', 'M', 'C', 'F') ('O', 'A', 'S', 'T', 'U', 'R', 'W', 'P', 'G') 3254737942
('I', 'O', 'H', 'E', 'D', 'L', 'M', 'C', 'G') ('S', 'A', 'N', 'T', 'U', 'R', 'W', 'F', 'P') 3254550265
('A', 'O', 'H', 'E', 'C', 'L', 'G', 'U', 'W') ('S', 'T', 'I', 'N', 'M', 'D', 'P', 'R', 'F') 3254525501
('O', 'S', 'E', 'R', 'D', 'U', 'M', 'C', 'L') ('A', 'T', 'I', 'N', 'G', 'H', 'P', 'F', 'W') 3254424968
('O', 'E', 'T', 'H', 'U', 'C', 'P', 'L', 'D') ('A', 'S', 'I', 'N', 'M', 'G', 'F', 'R', 'W') 3254384570
('A', 'O', 'H', 'E', 'D', 'L', 'P', 'W', 'G') ('T', 'S', 'I', 'N', 'C', 'U', 'F', 'R', 'M') 3254370843
('A', 'I', 'T', 'E', 'P', 'M', 'G', 'U', 'W') ('S', 'R', 'O', 'N', 'L', 'D', 'C', 'H', 'F') 3254361376
('O', 'T', 'E', 'R', 'F', 'U', 'W', 'D', 'G') ('A', 'S', 'I', 'N', 'L', 'P', 'C', 'H', 'M') 3254232297
('A', 'E', 'I', 'N', 'G', 'D', 'U', 'P', 'F') ('O', 'R', 'S', 'T', 'C', 'H', 'M', 'L', 'W') 3254210605
('S', 'T', 'E', 'R', 'P', 'U', 'F', 'L', 'C') ('A', 'O', 'I', 'N', 'D', 'G', 'W', 'H', 'M') 3254206959
('E', 'T', 'I', 'N', 'M', 'U', 'W', 'F', 'P') ('A', 'S', 'O', 'R', 'C', 'D', 'G', 'H', 'L') 3254156120
('I', 'T', 'H', 'E', 'P', 'L', 'M', 'U', 'G') ('O', 'S', 'A', 'N', 'C', 'D', 'F', 'R', 'W') 3254044677
('A', 'N', 'H', 'E', 'L', 'D', 'F', 'G', 'U') ('O', 'I', 'S', 'T', 'P', 'R', 'W', 'C', 'M') 3253944761
('O', 'S', 'H', 'E', 'D', 'L', 'M', 'F', 'G') ('A', 'T', 'I', 'N', 'C', 'U', 'P', 'R', 'W') 3253902142
('A', 'O', 'H', 'E', 'D', 'L', 'M', 'C', 'F') ('S', 'T', 'I', 'N', 'G', 'U', 'P', 'R', 'W') 3253896955
('I', 'N', 'H', 'E', 'L', 'D', 'M', 'P', 'F') ('O', 'A', 'S', 'T', 'U', 'R', 'W', 'C', 'G') 3253862419
('O', 'N', 'H', 'E', 'L', 'D', 'M', 'C', 'P') ('I', 'A', 'S', 'T', 'U', 'R', 'W', 'F', 'G') 3253857553
('O', 'T', 'E', 'S', 'M', 'U', 'F', 'L', 'G') ('A', 'R', 'I', 'N', 'C', 'D', 'W', 'H', 'P') 3253784574
('A', 'O', 'T', 'E', 'D', 'M', 'G', 'F', 'W') ('R', 'S', 'I', 'N', 'C', 'U', 'P', 'L', 'H') 3253763283
('I', 'S', 'T', 'E', 'C', 'D', 'P', 'W', 'G') ('O', 'R', 'A', 'N', 'L', 'U', 'F', 'M', 'H') 3253679908
('O', 'E', 'S', 'T', 'F', 'D', 'G', 'W', 'P') ('A', 'R', 'I', 'N', 'L', 'U', 'C', 'H', 'M') 3253666665
('A', 'O', 'E', 'R', 'D', 'F', 'G', 'M', 'C') ('S', 'T', 'I', 'N', 'P', 'H', 'U', 'L', 'W') 3253664321
('T', 'N', 'E', 'R', 'L', 'G', 'W', 'C', 'M') ('A', 'O', 'I', 'S', 'D', 'U', 'P', 'H', 'F') 3253655825
('I', 'O', 'H', 'E', 'D', 'L', 'P', 'U', 'F') ('S', 'A', 'N', 'T', 'G', 'R', 'W', 'C', 'M') 3253637037
('A', 'O', 'R', 'E', 'D', 'L', 'C', 'U', 'W') ('S', 'T', 'I', 'N', 'G', 'H', 'P', 'M', 'F') 3253596059
('A', 'E', 'I', 'N', 'G', 'C', 'U', 'P', 'F') ('O', 'R', 'S', 'T', 'L', 'H', 'M', 'D', 'W') 3253554130
('E', 'A', 'I', 'N', 'F', 'M', 'U', 'L', 'W') ('O', 'R', 'S', 'T', 'H', 'C', 'D', 'P', 'G') 3253514877
('O', 'T', 'E', 'S', 'M', 'U', 'W', 'D', 'C') ('A', 'R', 'I', 'N', 'L', 'G', 'P', 'H', 'F') 3253499163
('O', 'I', 'H', 'E', 'C', 'D', 'P', 'U', 'G') ('S', 'A', 'N', 'T', 'F', 'R', 'W', 'L', 'M') 3253446660
('O', 'E', 'S', 'T', 'U', 'C', 'P', 'L', 'G') ('A', 'R', 'I', 'N', 'M', 'D', 'W', 'H', 'F') 3253427009
('O', 'T', 'H', 'E', 'C', 'L', 'M', 'W', 'F') ('A', 'S', 'I', 'N', 'D', 'G', 'U', 'R', 'P') 3253424354
('T', 'S', 'E', 'R', 'D', 'F', 'G', 'C', 'W') ('A', 'O', 'I', 'N', 'L', 'U', 'P', 'M', 'H') 3253407382
('A', 'T', 'E', 'S', 'M', 'U', 'F', 'C', 'P') ('O', 'R', 'I', 'N', 'D', 'G', 'W', 'H', 'L') 3253373526
('T', 'S', 'E', 'R', 'D', 'U', 'F', 'C', 'M') ('A', 'O', 'I', 'N', 'G', 'W', 'P', 'L', 'H') 3253207663
('I', 'T', 'E', 'R', 'P', 'G', 'W', 'D', 'C') ('O', 'S', 'A', 'N', 'L', 'U', 'F', 'H', 'M') 3253170814
('O', 'T', 'E', 'S', 'P', 'F', 'G', 'L', 'M') ('A', 'R', 'I', 'N', 'H', 'D', 'U', 'C', 'W') 3253170690
('I', 'T', 'E', 'R', 'P', 'U', 'G', 'C', 'M') ('O', 'S', 'A', 'N', 'L', 'D', 'W', 'H', 'F') 3253166860
('I', 'T', 'H', 'E', 'P', 'L', 'D', 'W', 'U') ('O', 'S', 'A', 'N', 'C', 'G', 'F', 'R', 'M') 3253110051
('O', 'T', 'H', 'E', 'P', 'L', 'M', 'U', 'W') ('A', 'S', 'I', 'N', 'D', 'G', 'C', 'R', 'F') 3253108296
('A', 'T', 'E', 'R', 'M', 'P', 'W', 'D', 'F') ('O', 'S', 'I', 'N', 'C', 'U', 'G', 'H', 'L') 3253102339
('A', 'S', 'H', 'E', 'C', 'L', 'F', 'G', 'U') ('O', 'T', 'I', 'N', 'M', 'D', 'P', 'R', 'W') 3253040739
('I', 'T', 'H', 'E', 'M', 'D', 'L', 'U', 'W') ('O', 'S', 'A', 'N', 'R', 'G', 'F', 'C', 'P') 3252847279
('O', 'T', 'E', 'R', 'P', 'F', 'G', 'D', 'M') ('A', 'S', 'I', 'N', 'C', 'H', 'U', 'L', 'W') 3252825364
('E', 'S', 'T', 'H', 'D', 'C', 'G', 'F', 'P') ('O', 'A', 'I', 'N', 'U', 'R', 'W', 'L', 'M') 3252763145
('O', 'E', 'T', 'H', 'U', 'C', 'G', 'F', 'M') ('A', 'S', 'I', 'N', 'L', 'D', 'P', 'R', 'W') 3252720032
('A', 'T', 'H', 'E', 'M', 'C', 'P', 'U', 'G') ('O', 'S', 'I', 'N', 'D', 'R', 'W', 'L', 'F') 3252657008
('I', 'T', 'H', 'E', 'L', 'D', 'F', 'G', 'P') ('O', 'S', 'A', 'N', 'R', 'U', 'W', 'C', 'M') 3252639467
('O', 'I', 'T', 'E', 'U', 'C', 'W', 'F', 'G') ('S', 'R', 'A', 'N', 'L', 'D', 'P', 'M', 'H') 3252623025
('A', 'T', 'E', 'R', 'M', 'U', 'W', 'L', 'C') ('O', 'S', 'I', 'N', 'D', 'G', 'P', 'H', 'F') 3252593978
('A', 'E', 'S', 'T', 'U', 'D', 'P', 'M', 'G') ('O', 'R', 'I', 'N', 'L', 'C', 'W', 'H', 'F') 3252548636
('O', 'T', 'E', 'S', 'P', 'U', 'F', 'L', 'G') ('A', 'R', 'I', 'N', 'C', 'D', 'W', 'H', 'M') 3252519646
('A', 'S', 'H', 'E', 'L', 'D', 'P', 'U', 'F') ('O', 'T', 'I', 'N', 'G', 'R', 'W', 'C', 'M') 3252497712
('I', 'T', 'H', 'E', 'M', 'D', 'L', 'U', 'F') ('O', 'S', 'A', 'N', 'C', 'G', 'P', 'R', 'W') 3252372577
('O', 'S', 'H', 'E', 'L', 'D', 'F', 'U', 'G') ('A', 'T', 'I', 'N', 'M', 'C', 'P', 'R', 'W') 3252229363
('O', 'T', 'E', 'R', 'M', 'F', 'G', 'D', 'W') ('A', 'S', 'I', 'N', 'L', 'U', 'C', 'H', 'P') 3252179380
('O', 'S', 'E', 'R', 'D', 'P', 'G', 'L', 'M') ('A', 'T', 'I', 'N', 'W', 'H', 'U', 'C', 'F') 3252077322
('A', 'N', 'H', 'E', 'C', 'L', 'F', 'W', 'U') ('I', 'O', 'S', 'T', 'D', 'R', 'M', 'P', 'G') 3252065256
('O', 'A', 'T', 'E', 'F', 'M', 'P', 'U', 'W') ('R', 'S', 'I', 'N', 'D', 'G', 'C', 'H', 'L') 3251966666
('A', 'T', 'E', 'R', 'P', 'F', 'W', 'L', 'C') ('O', 'S', 'I', 'N', 'D', 'U', 'G', 'H', 'M') 3251965151
('I', 'A', 'H', 'E', 'G', 'L', 'F', 'W', 'U') ('O', 'N', 'S', 'T', 'R', 'D', 'M', 'P', 'C') 3251960086
('I', 'T', 'E', 'R', 'P', 'U', 'W', 'C', 'L') ('O', 'S', 'A', 'N', 'D', 'F', 'G', 'H', 'M') 3251793817
('I', 'T', 'E', 'R', 'P', 'U', 'W', 'C', 'M') ('O', 'S', 'A', 'N', 'L', 'D', 'G', 'H', 'F') 3251791780
('T', 'S', 'E', 'R', 'D', 'P', 'G', 'L', 'W') ('A', 'O', 'I', 'N', 'C', 'U', 'F', 'M', 'H') 3251718245
('A', 'N', 'H', 'E', 'C', 'L', 'F', 'P', 'U') ('I', 'O', 'S', 'T', 'D', 'R', 'W', 'M', 'G') 3251700085
('E', 'I', 'T', 'H', 'U', 'C', 'P', 'L', 'M') ('O', 'S', 'A', 'N', 'D', 'G', 'F', 'R', 'W') 3251698783
('A', 'O', 'E', 'R', 'D', 'U', 'G', 'W', 'P') ('S', 'T', 'I', 'N', 'C', 'H', 'F', 'L', 'M') 3251694101
('I', 'T', 'E', 'S', 'M', 'U', 'W', 'C', 'F') ('O', 'R', 'A', 'N', 'L', 'D', 'G', 'H', 'P') 3251684136
('O', 'N', 'S', 'T', 'L', 'D', 'M', 'P', 'C') ('I', 'A', 'R', 'E', 'G', 'H', 'F', 'U', 'W') 3251677205
('E', 'S', 'T', 'H', 'D', 'C', 'W', 'L', 'U') ('A', 'O', 'I', 'N', 'G', 'R', 'P', 'M', 'F') 3251574964
('E', 'T', 'I', 'N', 'G', 'U', 'F', 'C', 'P') ('A', 'S', 'O', 'R', 'L', 'D', 'W', 'H', 'M') 3251551678
('O', 'T', 'E', 'S', 'M', 'U', 'G', 'L', 'C') ('A', 'R', 'I', 'N', 'D', 'P', 'W', 'H', 'F') 3251544098
('A', 'T', 'E', 'S', 'P', 'U', 'F', 'M', 'G') ('O', 'R', 'I', 'N', 'C', 'D', 'W', 'H', 'L') 3251469685
('A', 'S', 'H', 'E', 'C', 'D', 'F', 'W', 'U') ('O', 'T', 'I', 'N', 'G', 'R', 'P', 'L', 'M') 3251452209
('I', 'T', 'H', 'E', 'G', 'D', 'L', 'U', 'W') ('O', 'S', 'A', 'N', 'C', 'F', 'P', 'R', 'M') 3251451917
('O', 'S', 'E', 'R', 'C', 'U', 'W', 'L', 'G') ('A', 'T', 'I', 'N', 'D', 'H', 'P', 'M', 'F') 3251421851
('O', 'S', 'E', 'R', 'D', 'U', 'F', 'L', 'M') ('A', 'T', 'I', 'N', 'G', 'H', 'P', 'C', 'W') 3251321481
('I', 'O', 'H', 'E', 'D', 'L', 'M', 'F', 'G') ('S', 'A', 'N', 'T', 'U', 'R', 'W', 'C', 'P') 3251312225
('O', 'T', 'E', 'R', 'M', 'U', 'W', 'D', 'F') ('A', 'S', 'I', 'N', 'L', 'G', 'C', 'H', 'P') 3251309404
('O', 'A', 'T', 'E', 'U', 'C', 'M', 'P', 'G') ('S', 'R', 'I', 'N', 'L', 'D', 'W', 'H', 'F') 3251307441
('E', 'S', 'T', 'H', 'D', 'C', 'G', 'U', 'M') ('O', 'A', 'I', 'N', 'F', 'R', 'W', 'L', 'P') 3251287452
('O', 'E', 'S', 'T', 'W', 'D', 'M', 'P', 'C') ('A', 'R', 'I', 'N', 'L', 'U', 'G', 'H', 'F') 3251228234
('A', 'S', 'E', 'R', 'L', 'U', 'G', 'C', 'F') ('O', 'T', 'I', 'N', 'D', 'H', 'P', 'M', 'W') 3251208250
('T', 'S', 'E', 'R', 'D', 'C', 'F', 'L', 'M') ('A', 'O', 'I', 'N', 'G', 'U', 'W', 'H', 'P') 3251206561
('I', 'T', 'E', 'R', 'M', 'U', 'W', 'D', 'G') ('O', 'S', 'A', 'N', 'L', 'F', 'C', 'H', 'P') 3251134091
('S', 'T', 'E', 'R', 'G', 'U', 'F', 'L', 'W') ('A', 'O', 'I', 'N', 'D', 'C', 'P', 'M', 'H') 3251054008
('E', 'S', 'T', 'H', 'D', 'C', 'P', 'L', 'U') ('A', 'O', 'I', 'N', 'G', 'R', 'W', 'M', 'F') 3250952917
('A', 'S', 'T', 'E', 'C', 'L', 'W', 'G', 'P') ('O', 'R', 'I', 'N', 'D', 'U', 'F', 'H', 'M') 3250940299
('I', 'T', 'H', 'E', 'C', 'D', 'P', 'G', 'F') ('O', 'S', 'A', 'N', 'R', 'U', 'W', 'L', 'M') 3250932998
('A', 'S', 'T', 'E', 'C', 'L', 'G', 'F', 'P') ('O', 'R', 'I', 'N', 'D', 'U', 'W', 'H', 'M') 3250905166
('E', 'S', 'T', 'H', 'G', 'C', 'P', 'L', 'F') ('A', 'O', 'I', 'N', 'D', 'U', 'W', 'R', 'M') 3250891039
('A', 'T', 'E', 'R', 'P', 'U', 'F', 'D', 'M') ('O', 'S', 'I', 'N', 'C', 'G', 'W', 'H', 'L') 3250875157
('A', 'I', 'H', 'E', 'M', 'D', 'F', 'W', 'U') ('O', 'N', 'S', 'T', 'L', 'R', 'G', 'C', 'P') 3250869556
('A', 'T', 'E', 'R', 'M', 'W', 'F', 'L', 'C') ('O', 'S', 'I', 'N', 'D', 'U', 'G', 'H', 'P') 3250827326
('I', 'T', 'E', 'R', 'M', 'P', 'G', 'D', 'C') ('O', 'S', 'A', 'N', 'L', 'U', 'W', 'H', 'F') 3250814460
('A', 'S', 'H', 'E', 'L', 'D', 'F', 'W', 'U') ('O', 'T', 'I', 'N', 'G', 'C', 'P', 'R', 'M') 3250797177
('I', 'T', 'E', 'R', 'P', 'U', 'G', 'D', 'C') ('O', 'S', 'A', 'N', 'L', 'F', 'W', 'H', 'M') 3250682481
('I', 'T', 'E', 'R', 'P', 'U', 'F', 'C', 'M') ('O', 'S', 'A', 'N', 'D', 'G', 'W', 'H', 'L') 3250671261
('I', 'T', 'H', 'E', 'C', 'L', 'M', 'P', 'G') ('O', 'S', 'A', 'N', 'D', 'U', 'F', 'R', 'W') 3250625171
('A', 'T', 'H', 'E', 'G', 'M', 'F', 'W', 'U') ('O', 'S', 'I', 'N', 'D', 'R', 'P', 'L', 'C') 3250616333
('O', 'T', 'E', 'R', 'P', 'F', 'G', 'C', 'M') ('A', 'S', 'I', 'N', 'D', 'H', 'U', 'L', 'W') 3250544698
('A', 'O', 'E', 'S', 'D', 'W', 'G', 'C', 'P') ('R', 'T', 'I', 'N', 'M', 'H', 'U', 'L', 'F') 3250510698
('A', 'T', 'E', 'R', 'M', 'P', 'G', 'D', 'W') ('O', 'S', 'I', 'N', 'C', 'U', 'F', 'L', 'H') 3250483230
('O', 'T', 'E', 'S', 'M', 'U', 'W', 'C', 'P') ('A', 'R', 'I', 'N', 'L', 'D', 'G', 'H', 'F') 3250450445
('A', 'S', 'E', 'R', 'D', 'U', 'G', 'C', 'W') ('O', 'T', 'I', 'N', 'M', 'H', 'P', 'L', 'F') 3250419185
('A', 'O', 'E', 'S', 'L', 'U', 'F', 'C', 'G') ('R', 'T', 'I', 'N', 'D', 'H', 'P', 'M', 'W') 3250284490
('O', 'N', 'H', 'E', 'L', 'D', 'M', 'C', 'G') ('I', 'A', 'S', 'T', 'U', 'R', 'W', 'F', 'P') 3250240721
('A', 'I', 'H', 'E', 'C', 'D', 'P', 'U', 'W') ('O', 'N', 'S', 'T', 'F', 'R', 'M', 'G', 'L') 3250209089
('A', 'O', 'H', 'E', 'D', 'L', 'M', 'P', 'C') ('S', 'T', 'I', 'N', 'G', 'U', 'F', 'R', 'W') 3250171964
('I', 'N', 'H', 'E', 'L', 'D', 'C', 'U', 'P') ('O', 'A', 'S', 'T', 'F', 'R', 'W', 'M', 'G') 3250111736
('A', 'O', 'R', 'E', 'D', 'M', 'C', 'P', 'G') ('S', 'T', 'I', 'N', 'W', 'H', 'U', 'L', 'F') 3250009403
('A', 'S', 'H', 'E', 'L', 'D', 'M', 'C', 'F') ('O', 'T', 'I', 'N', 'G', 'U', 'P', 'R', 'W') 3249860188
('O', 'S', 'H', 'E', 'C', 'L', 'D', 'U', 'P') ('A', 'T', 'I', 'N', 'G', 'R', 'W', 'M', 'F') 3249843516
('O', 'N', 'H', 'E', 'L', 'D', 'C', 'U', 'W') ('I', 'A', 'S', 'T', 'F', 'R', 'M', 'P', 'G') 3249801341
('I', 'N', 'H', 'E', 'L', 'D', 'F', 'W', 'U') ('O', 'A', 'S', 'T', 'P', 'R', 'G', 'C', 'M') 3249771762
('T', 'S', 'E', 'R', 'D', 'U', 'F', 'L', 'G') ('O', 'A', 'I', 'N', 'W', 'C', 'P', 'M', 'H') 3249752517
('O', 'T', 'E', 'R', 'P', 'U', 'G', 'D', 'L') ('A', 'S', 'I', 'N', 'C', 'H', 'F', 'M', 'W') 3249700011
('I', 'O', 'E', 'A', 'D', 'F', 'G', 'U', 'W') ('R', 'S', 'N', 'T', 'C', 'H', 'M', 'P', 'L') 3249623498
('O', 'N', 'H', 'E', 'L', 'D', 'M', 'U', 'W') ('I', 'A', 'S', 'T', 'F', 'R', 'G', 'C', 'P') 3249620065
('T', 'N', 'E', 'R', 'L', 'F', 'W', 'C', 'M') ('A', 'O', 'I', 'S', 'D', 'U', 'G', 'H', 'P') 3249565091
('A', 'T', 'H', 'E', 'P', 'L', 'C', 'W', 'G') ('S', 'O', 'I', 'N', 'D', 'U', 'F', 'R', 'M') 3249526242
('A', 'E', 'I', 'N', 'U', 'D', 'W', 'C', 'P') ('O', 'R', 'S', 'T', 'L', 'H', 'F', 'M', 'G') 3249523485
('A', 'O', 'E', 'S', 'D', 'P', 'G', 'M', 'C') ('R', 'T', 'I', 'N', 'W', 'H', 'U', 'L', 'F') 3249512559
('I', 'T', 'E', 'R', 'M', 'F', 'G', 'D', 'C') ('O', 'S', 'A', 'N', 'L', 'U', 'W', 'H', 'P') 3249473149
('O', 'I', 'T', 'E', 'U', 'C', 'M', 'P', 'G') ('S', 'R', 'A', 'N', 'L', 'D', 'W', 'H', 'F') 3249466512
('E', 'A', 'S', 'T', 'U', 'L', 'F', 'G', 'P') ('O', 'R', 'I', 'N', 'C', 'D', 'W', 'H', 'M') 3249405387
('A', 'O', 'E', 'R', 'D', 'U', 'G', 'L', 'C') ('S', 'T', 'I', 'N', 'W', 'H', 'P', 'M', 'F') 3249371873
('O', 'N', 'S', 'T', 'L', 'D', 'G', 'C', 'M') ('A', 'I', 'R', 'E', 'P', 'H', 'F', 'U', 'W') 3249320584
('O', 'S', 'E', 'R', 'D', 'U', 'G', 'C', 'W') ('A', 'T', 'I', 'N', 'M', 'H', 'P', 'L', 'F') 3249261422
('O', 'S', 'E', 'R', 'D', 'W', 'G', 'L', 'M') ('A', 'T', 'I', 'N', 'P', 'H', 'U', 'C', 'F') 3249248253
('O', 'T', 'E', 'R', 'P', 'U', 'W', 'D', 'L') ('A', 'S', 'I', 'N', 'C', 'G', 'F', 'M', 'H') 3249239560
('A', 'S', 'E', 'R', 'D', 'P', 'G', 'C', 'F') ('O', 'T', 'I', 'N', 'W', 'H', 'U', 'L', 'M') 3249202242
('T', 'S', 'E', 'R', 'D', 'U', 'W', 'C', 'F') ('A', 'O', 'I', 'N', 'G', 'M', 'P', 'L', 'H') 3249037736
('A', 'T', 'H', 'E', 'M', 'D', 'F', 'W', 'P') ('O', 'S', 'I', 'N', 'C', 'U', 'G', 'R', 'L') 3249030394
('I', 'T', 'E', 'R', 'P', 'U', 'W', 'C', 'G') ('O', 'S', 'A', 'N', 'L', 'D', 'F', 'H', 'M') 3249024036
('A', 'O', 'E', 'R', 'D', 'P', 'G', 'C', 'W') ('S', 'T', 'I', 'N', 'M', 'H', 'U', 'L', 'F') 3249022870
('A', 'O', 'E', 'R', 'D', 'U', 'W', 'M', 'F') ('S', 'T', 'I', 'N', 'G', 'H', 'P', 'L', 'C') 3248897018
('A', 'O', 'H', 'E', 'D', 'L', 'M', 'C', 'U') ('S', 'T', 'I', 'N', 'G', 'F', 'P', 'R', 'W') 3248849930
('I', 'T', 'H', 'E', 'C', 'L', 'M', 'P', 'F') ('O', 'S', 'A', 'N', 'D', 'U', 'G', 'R', 'W') 3248801086
('O', 'T', 'H', 'E', 'W', 'D', 'C', 'F', 'G') ('A', 'S', 'I', 'N', 'L', 'U', 'P', 'R', 'M') 3248731947
('I', 'T', 'E', 'R', 'G', 'U', 'W', 'C', 'F') ('O', 'S', 'A', 'N', 'L', 'D', 'P', 'M', 'H') 3248646813
('I', 'T', 'E', 'R', 'M', 'P', 'G', 'L', 'C') ('O', 'S', 'A', 'N', 'D', 'U', 'W', 'H', 'F') 3248529082
('A', 'N', 'T', 'E', 'F', 'C', 'P', 'U', 'W') ('I', 'S', 'O', 'R', 'L', 'D', 'G', 'H', 'M') 3248463563
('T', 'S', 'E', 'R', 'D', 'F', 'P', 'L', 'C') ('A', 'O', 'I', 'N', 'G', 'U', 'W', 'H', 'M') 3248453918
('A', 'I', 'H', 'E', 'C', 'L', 'D', 'F', 'U') ('S', 'O', 'N', 'T', 'G', 'R', 'W', 'M', 'P') 3248433794
('O', 'T', 'H', 'E', 'M', 'D', 'P', 'U', 'W') ('A', 'S', 'I', 'N', 'L', 'C', 'G', 'R', 'F') 3248423542
('A', 'O', 'E', 'R', 'D', 'U', 'G', 'F', 'P') ('S', 'T', 'I', 'N', 'W', 'H', 'M', 'L', 'C') 3248416692
('A', 'S', 'T', 'E', 'C', 'L', 'G', 'U', 'W') ('O', 'R', 'I', 'N', 'D', 'F', 'P', 'M', 'H') 3248388802
('I', 'O', 'E', 'A', 'D', 'U', 'W', 'F', 'P') ('R', 'S', 'N', 'T', 'C', 'H', 'M', 'G', 'L') 3248294078
('A', 'I', 'H', 'E', 'P', 'C', 'F', 'W', 'U') ('O', 'N', 'S', 'T', 'R', 'D', 'M', 'G', 'L') 3248229525
('A', 'T', 'E', 'R', 'L', 'U', 'W', 'D', 'G') ('O', 'S', 'I', 'N', 'C', 'F', 'P', 'M', 'H') 3248184114
('A', 'N', 'S', 'T', 'L', 'D', 'F', 'C', 'M') ('I', 'O', 'R', 'E', 'G', 'H', 'P', 'U', 'W') 3248139215
('I', 'T', 'H', 'E', 'P', 'L', 'F', 'W', 'U') ('O', 'S', 'A', 'N', 'C', 'D', 'G', 'R', 'M') 3248127579
('I', 'T', 'E', 'R', 'C', 'U', 'F', 'L', 'W') ('O', 'S', 'A', 'N', 'D', 'G', 'P', 'M', 'H') 3248121478
('T', 'S', 'E', 'R', 'D', 'U', 'W', 'C', 'L') ('A', 'O', 'I', 'N', 'G', 'F', 'P', 'M', 'H') 3248095239
('I', 'T', 'E', 'R', 'P', 'U', 'F', 'D', 'G') ('O', 'S', 'A', 'N', 'L', 'C', 'W', 'H', 'M') 3248091881
('O', 'T', 'E', 'R', 'M', 'F', 'G', 'C', 'W') ('A', 'S', 'I', 'N', 'D', 'U', 'P', 'L', 'H') 3247861183
