[('A', 'E', 'S', 'T', 'U', 'D', 'F', 'C', 'G', 'B'), 688783762.1000003] 
[('E', 'S', 'A', 'T', 'G', 'F', 'U', 'D', 'B', 'C'), 599048772.7999997] 
[('A', 'E', 'S', 'T', 'U', 'B', 'G', 'C', 'F', 'D'), 599046873.3] 
[('E', 'A', 'S', 'T', 'G', 'D', 'F', 'B', 'C', 'U'), 599044585.1000003] 
[('A', 'T', 'E', 'S', 'D', 'C', 'F', 'B', 'U', 'G'), 599037951.4999996] 
[('A', 'T', 'E', 'S', 'B', 'U', 'D', 'F', 'G', 'C'), 599026532.9499999] 
[('A', 'E', 'S', 'T', 'C', 'D', 'B', 'G', 'F', 'U'), 599018384.5500001] 
[('A', 'E', 'S', 'T', 'G', 'C', 'F', 'U', 'D', 'B'), 599013419.0] 
[('A', 'T', 'S', 'E', 'C', 'D', 'B', 'G', 'U', 'F'), 598980957.1999999] 
[('E', 'A', 'S', 'T', 'G', 'C', 'U', 'D', 'F', 'B'), 598917517.4000002] 
[('S', 'E', 'A', 'T', 'U', 'F', 'D', 'C', 'B', 'G'), 598909959.2499999] 
[('E', 'T', 'A', 'S', 'B', 'D', 'U', 'C', 'G', 'F'), 598905310.2500004] 
[('A', 'E', 'S', 'T', 'C', 'D', 'B', 'G', 'U', 'F'), 598888963.05] 
[('A', 'S', 'T', 'E', 'G', 'D', 'B', 'F', 'C', 'U'), 598882201.2499999] 
[('A', 'S', 'T', 'E', 'G', 'D', 'C', 'B', 'F', 'U'), 598865232.5500001] 
[('E', 'S', 'A', 'T', 'G', 'U', 'D', 'F', 'C', 'B'), 598829499.9000003] 
[('S', 'A', 'T', 'E', 'U', 'D', 'C', 'G', 'B', 'F'), 598827516.85] 
[('E', 'A', 'S', 'T', 'F', 'U', 'G', 'C', 'D', 'B'), 598826030.85] 
[('A', 'S', 'E', 'T', 'D', 'F', 'U', 'G', 'C', 'B'), 598812346.7499998] 
[('E', 'T', 'A', 'S', 'D', 'U', 'C', 'F', 'B', 'G'), 598753916.9499999] 
[('E', 'T', 'A', 'S', 'D', 'U', 'C', 'F', 'G', 'B'), 598703569.95] 
[('A', 'T', 'E', 'S', 'G', 'U', 'D', 'F', 'C', 'B'), 598697747.5999998] 
[('E', 'A', 'S', 'T', 'D', 'F', 'G', 'C', 'B', 'U'), 598673976.1499999] 
[('E', 'A', 'S', 'T', 'G', 'D', 'B', 'C', 'F', 'U'), 598665879.0] 
[('E', 'S', 'A', 'T', 'B', 'U', 'G', 'C', 'D', 'F'), 598653508.2000002] 
[('E', 'T', 'A', 'S', 'D', 'U', 'C', 'G', 'F', 'B'), 598631508.3500003] 
[('E', 'A', 'T', 'S', 'U', 'D', 'F', 'C', 'G', 'B'), 598628563.1000005] 
[('A', 'T', 'E', 'S', 'U', 'C', 'F', 'D', 'G', 'B'), 598623702.7499996] 
[('S', 'A', 'T', 'E', 'B', 'D', 'C', 'U', 'G', 'F'), 598621032.8000002] 
[('E', 'A', 'S', 'T', 'U', 'B', 'G', 'F', 'C', 'D'), 598614931.8000001] 
[('E', 'S', 'A', 'T', 'C', 'D', 'B', 'G', 'F', 'U'), 598579996.7999997] 
[('S', 'A', 'T', 'E', 'U', 'D', 'B', 'C', 'G', 'F'), 598563506.45] 
[('A', 'E', 'S', 'T', 'G', 'D', 'B', 'F', 'U', 'C'), 598558214.05] 
[('E', 'T', 'A', 'S', 'D', 'F', 'U', 'B', 'G', 'C'), 598557202.3500001] 
[('A', 'E', 'T', 'S', 'U', 'D', 'G', 'B', 'C', 'F'), 598543173.8000002] 
[('E', 'A', 'S', 'T', 'B', 'C', 'G', 'D', 'F', 'U'), 598541691.0] 
[('T', 'A', 'E', 'S', 'B', 'U', 'C', 'D', 'F', 'G'), 598530525.7] 
[('A', 'T', 'E', 'S', 'F', 'G', 'U', 'C', 'D', 'B'), 598490545.8499998] 
[('A', 'S', 'T', 'E', 'D', 'B', 'G', 'U', 'F', 'C'), 598483453.7500002] 
[('E', 'A', 'S', 'T', 'C', 'D', 'B', 'G', 'F', 'U'), 598476628.9999998] 
[('S', 'A', 'T', 'E', 'C', 'D', 'B', 'U', 'F', 'G'), 598459821.1] 
[('E', 'S', 'A', 'T', 'G', 'U', 'D', 'B', 'C', 'F'), 598451238.9000002] 
[('A', 'E', 'S', 'T', 'B', 'D', 'F', 'G', 'U', 'C'), 598444339.5000002] 
[('E', 'A', 'S', 'T', 'D', 'F', 'G', 'U', 'B', 'C'), 598437691.6499997] 
[('E', 'T', 'A', 'S', 'B', 'U', 'F', 'C', 'G', 'D'), 598415285.3500001] 
[('A', 'S', 'E', 'T', 'D', 'F', 'U', 'B', 'C', 'G'), 598408638.0499997] 
[('E', 'T', 'A', 'S', 'D', 'G', 'U', 'C', 'F', 'B'), 598398716.2500001] 
[('A', 'S', 'T', 'E', 'D', 'G', 'B', 'U', 'C', 'F'), 598395922.6] 
[('T', 'E', 'A', 'S', 'U', 'C', 'B', 'D', 'G', 'F'), 598389391.6500001] 
[('A', 'T', 'S', 'E', 'C', 'D', 'B', 'F', 'U', 'G'), 598365776.1] 
[('A', 'T', 'E', 'S', 'F', 'C', 'U', 'D', 'B', 'G'), 598364206.1499996] 
[('E', 'A', 'S', 'T', 'C', 'D', 'B', 'F', 'G', 'U'), 598330231.0999997] 
[('E', 'S', 'A', 'T', 'D', 'C', 'G', 'F', 'B', 'U'), 598326953.9499997] 
[('E', 'A', 'S', 'T', 'D', 'B', 'F', 'C', 'U', 'G'), 598313274.85] 
[('E', 'A', 'S', 'T', 'U', 'B', 'C', 'G', 'F', 'D'), 598312765.1999999] 
[('E', 'S', 'A', 'T', 'C', 'B', 'U', 'D', 'G', 'F'), 598311518.1999998] 
[('A', 'T', 'E', 'S', 'D', 'F', 'B', 'U', 'C', 'G'), 598308364.8499998] 
[('A', 'T', 'E', 'S', 'U', 'G', 'F', 'D', 'C', 'B'), 598270183.1499999] 
[('E', 'S', 'T', 'A', 'C', 'D', 'G', 'F', 'B', 'U'), 598269003.3999996] 
[('E', 'S', 'A', 'T', 'D', 'B', 'U', 'F', 'G', 'C'), 598259729.1499994] 
[('E', 'S', 'T', 'A', 'C', 'D', 'B', 'G', 'F', 'U'), 598244902.4999998] 
[('E', 'S', 'A', 'T', 'C', 'D', 'B', 'F', 'G', 'U'), 598231878.8999996] 
[('T', 'A', 'E', 'S', 'U', 'F', 'G', 'D', 'B', 'C'), 598230623.1500001] 
[('A', 'T', 'E', 'S', 'F', 'B', 'U', 'D', 'C', 'G'), 598213160.3999999] 
[('E', 'A', 'S', 'T', 'C', 'U', 'F', 'D', 'B', 'G'), 598212098.6999997] 
[('A', 'E', 'S', 'T', 'U', 'B', 'D', 'G', 'F', 'C'), 598210716.2] 
[('T', 'E', 'S', 'A', 'U', 'C', 'D', 'B', 'G', 'F'), 598202113.8000002] 
[('S', 'A', 'T', 'E', 'U', 'D', 'C', 'F', 'G', 'B'), 598175951.3500001] 
[('A', 'S', 'T', 'E', 'D', 'G', 'C', 'U', 'F', 'B'), 598150292.9000002] 
[('A', 'T', 'S', 'E', 'C', 'D', 'B', 'G', 'F', 'U'), 598145919.0] 
[('T', 'E', 'A', 'S', 'U', 'F', 'B', 'D', 'C', 'G'), 598144180.75] 
[('E', 'A', 'S', 'T', 'D', 'U', 'G', 'B', 'F', 'C'), 598119170.8499998] 
[('A', 'T', 'S', 'E', 'D', 'C', 'G', 'U', 'B', 'F'), 598064423.4999998] 
[('E', 'S', 'A', 'T', 'C', 'F', 'G', 'D', 'U', 'B'), 598057644.6000001] 
[('A', 'T', 'E', 'S', 'D', 'G', 'B', 'C', 'U', 'F'), 598034020.7999996] 
[('E', 'A', 'S', 'T', 'G', 'C', 'B', 'D', 'U', 'F'), 598023508.3000001] 
[('A', 'E', 'S', 'T', 'B', 'D', 'G', 'F', 'C', 'U'), 598018761.3000002] 
[('A', 'T', 'E', 'S', 'D', 'C', 'F', 'U', 'G', 'B'), 598012719.7999998] 
[('S', 'A', 'T', 'E', 'U', 'D', 'C', 'F', 'B', 'G'), 598006569.95] 
[('E', 'A', 'S', 'T', 'B', 'U', 'F', 'D', 'C', 'G'), 597941785.1000003] 
[('E', 'A', 'T', 'S', 'U', 'D', 'B', 'C', 'G', 'F'), 597941770.7] 
[('A', 'T', 'E', 'S', 'D', 'G', 'F', 'C', 'B', 'U'), 597931286.4999999] 
[('S', 'E', 'A', 'T', 'U', 'B', 'F', 'D', 'C', 'G'), 597905448.0499998] 
[('E', 'A', 'S', 'T', 'F', 'C', 'D', 'G', 'B', 'U'), 597887830.55] 
[('E', 'S', 'A', 'T', 'F', 'U', 'D', 'B', 'G', 'C'), 597880832.4500002] 
[('E', 'S', 'A', 'T', 'B', 'D', 'U', 'G', 'C', 'F'), 597842489.9000002] 
[('A', 'E', 'S', 'T', 'B', 'D', 'F', 'G', 'C', 'U'), 597832909.5000005] 
[('T', 'A', 'E', 'S', 'C', 'U', 'F', 'G', 'D', 'B'), 597829920.3999999] 
[('A', 'S', 'T', 'E', 'C', 'D', 'U', 'F', 'B', 'G'), 597798033.1999993] 
[('S', 'E', 'A', 'T', 'U', 'C', 'B', 'D', 'G', 'F'), 597776198.95] 
[('A', 'S', 'T', 'E', 'C', 'B', 'D', 'U', 'F', 'G'), 597775923.2] 
[('A', 'S', 'T', 'E', 'B', 'D', 'G', 'U', 'F', 'C'), 597774167.8500004] 
[('E', 'A', 'S', 'T', 'F', 'U', 'D', 'G', 'C', 'B'), 597773768.9500002] 
[('A', 'S', 'E', 'T', 'D', 'U', 'G', 'F', 'B', 'C'), 597772317.7499998] 
[('E', 'A', 'S', 'T', 'B', 'C', 'U', 'D', 'F', 'G'), 597740127.3000002] 
[('T', 'A', 'E', 'S', 'F', 'U', 'G', 'C', 'B', 'D'), 597736267.6499999] 
[('A', 'E', 'S', 'T', 'G', 'C', 'B', 'U', 'D', 'F'), 597726391.6000001] 
[('A', 'E', 'T', 'S', 'U', 'D', 'F', 'G', 'C', 'B'), 597689150.9000003] 
[('E', 'A', 'T', 'S', 'U', 'D', 'G', 'F', 'C', 'B'), 597651548.7000002] 
[('E', 'A', 'S', 'T', 'U', 'G', 'B', 'F', 'C', 'D'), 597625669.4999996] 
[('E', 'A', 'S', 'T', 'F', 'U', 'D', 'B', 'C', 'G'), 597621600.9499999] 
[('E', 'T', 'A', 'S', 'B', 'U', 'G', 'D', 'C', 'F'), 597617132.5500003] 
[('E', 'S', 'A', 'T', 'D', 'C', 'B', 'G', 'U', 'F'), 597611921.25] 
[('A', 'E', 'S', 'T', 'U', 'B', 'C', 'F', 'G', 'D'), 597605069.2] 
[('E', 'S', 'A', 'T', 'G', 'D', 'U', 'F', 'B', 'C'), 597572936.9999995] 
[('A', 'T', 'S', 'E', 'C', 'D', 'B', 'F', 'G', 'U'), 597571037.0] 
[('E', 'T', 'A', 'S', 'C', 'D', 'U', 'G', 'B', 'F'), 597538946.05] 
[('A', 'T', 'E', 'S', 'U', 'C', 'F', 'D', 'B', 'G'), 597534609.1499997] 
[('A', 'T', 'E', 'S', 'D', 'C', 'F', 'U', 'B', 'G'), 597516545.4999998] 
[('T', 'E', 'S', 'A', 'U', 'D', 'B', 'F', 'C', 'G'), 597462656.7500001] 
[('E', 'A', 'S', 'T', 'D', 'U', 'B', 'C', 'G', 'F'), 597460405.0499998] 
[('A', 'T', 'E', 'S', 'C', 'D', 'U', 'B', 'G', 'F'), 597456247.7000003] 
[('A', 'T', 'E', 'S', 'B', 'D', 'U', 'C', 'G', 'F'), 597444056.0500001] 
[('S', 'E', 'A', 'T', 'U', 'F', 'C', 'D', 'B', 'G'), 597430323.2499998] 
[('A', 'E', 'S', 'T', 'G', 'C', 'D', 'F', 'U', 'B'), 597427455.6999999] 
[('T', 'A', 'E', 'S', 'F', 'U', 'G', 'B', 'D', 'C'), 597389744.4499997] 
[('E', 'S', 'A', 'T', 'D', 'C', 'B', 'F', 'U', 'G'), 597377550.1499999] 
[('E', 'S', 'A', 'T', 'D', 'F', 'G', 'B', 'C', 'U'), 597328168.9499998] 
[('E', 'A', 'T', 'S', 'U', 'D', 'F', 'C', 'B', 'G'), 597306758.2] 
[('T', 'A', 'E', 'S', 'C', 'U', 'F', 'B', 'D', 'G'), 597290407.7999996] 
[('A', 'S', 'T', 'E', 'B', 'C', 'D', 'U', 'G', 'F'), 597285058.3000001] 
[('T', 'E', 'S', 'A', 'U', 'D', 'B', 'G', 'C', 'F'), 597254024.0500003] 
[('E', 'S', 'A', 'T', 'F', 'C', 'U', 'G', 'D', 'B'), 597249467.4499998] 
[('A', 'T', 'E', 'S', 'F', 'U', 'C', 'B', 'D', 'G'), 597248307.7] 
[('A', 'T', 'S', 'E', 'D', 'C', 'G', 'U', 'F', 'B'), 597247154.9] 
[('E', 'A', 'S', 'T', 'G', 'C', 'F', 'U', 'D', 'B'), 597239590.8000002] 
[('S', 'A', 'T', 'E', 'U', 'D', 'C', 'B', 'G', 'F'), 597222244.7500001] 
[('A', 'E', 'T', 'S', 'U', 'D', 'B', 'G', 'C', 'F'), 597200503.3000003] 
[('A', 'T', 'E', 'S', 'D', 'B', 'F', 'C', 'G', 'U'), 597179192.05] 
[('A', 'E', 'T', 'S', 'U', 'D', 'G', 'F', 'B', 'C'), 597132245.9000003] 
[('A', 'T', 'E', 'S', 'C', 'B', 'G', 'D', 'U', 'F'), 597103406.8] 
[('E', 'S', 'A', 'T', 'D', 'C', 'G', 'B', 'F', 'U'), 597067053.6500001] 
[('A', 'T', 'E', 'S', 'B', 'C', 'F', 'D', 'U', 'G'), 597059568.1999998] 
[('E', 'S', 'A', 'T', 'B', 'F', 'U', 'D', 'G', 'C'), 597010340.8000001] 
[('A', 'T', 'E', 'S', 'F', 'U', 'C', 'G', 'D', 'B'), 597008140.4999999] 
[('A', 'E', 'S', 'T', 'G', 'C', 'D', 'U', 'B', 'F'), 597007201.6000001] 
[('E', 'S', 'A', 'T', 'D', 'B', 'F', 'C', 'G', 'U'), 596961820.4499999] 
[('E', 'A', 'S', 'T', 'B', 'C', 'D', 'U', 'G', 'F'), 596932607.5000002] 
[('A', 'T', 'E', 'S', 'B', 'G', 'U', 'F', 'D', 'C'), 596931749.4000001] 
[('E', 'S', 'A', 'T', 'U', 'D', 'F', 'B', 'C', 'G'), 596884369.2999998] 
[('E', 'T', 'A', 'S', 'D', 'U', 'C', 'B', 'F', 'G'), 596877521.4500003] 
[('S', 'E', 'A', 'T', 'U', 'F', 'G', 'D', 'B', 'C'), 596838413.75] 
[('T', 'A', 'E', 'S', 'D', 'F', 'U', 'B', 'G', 'C'), 596838206.3000004] 
[('E', 'A', 'S', 'T', 'D', 'F', 'C', 'G', 'B', 'U'), 596818000.5499998] 
[('E', 'T', 'S', 'A', 'C', 'D', 'G', 'U', 'F', 'B'), 596801239.0000005] 
[('A', 'T', 'E', 'S', 'D', 'G', 'B', 'C', 'F', 'U'), 596798594.3999997] 
[('T', 'E', 'A', 'S', 'U', 'B', 'F', 'D', 'C', 'G'), 596767132.7500002] 
[('E', 'S', 'A', 'T', 'C', 'B', 'F', 'D', 'U', 'G'), 596762870.0999998] 
[('E', 'S', 'A', 'T', 'B', 'D', 'U', 'G', 'F', 'C'), 596734645.9999999] 
[('T', 'A', 'E', 'S', 'D', 'B', 'U', 'C', 'F', 'G'), 596708531.3000003] 
[('A', 'T', 'E', 'S', 'C', 'G', 'F', 'D', 'U', 'B'), 596700542.2499999] 
[('E', 'A', 'S', 'T', 'D', 'G', 'B', 'U', 'C', 'F'), 596686124.0499998] 
[('A', 'T', 'E', 'S', 'U', 'B', 'F', 'D', 'C', 'G'), 596675647.4999999] 
[('E', 'A', 'S', 'T', 'F', 'U', 'G', 'D', 'B', 'C'), 596661688.3499997] 
[('E', 'A', 'S', 'T', 'G', 'D', 'U', 'F', 'B', 'C'), 596626051.4999996] 
[('E', 'T', 'A', 'S', 'D', 'F', 'U', 'G', 'B', 'C'), 596608805.8499999] 
[('A', 'S', 'T', 'E', 'D', 'C', 'U', 'B', 'G', 'F'), 596604527.8] 
[('A', 'T', 'E', 'S', 'D', 'G', 'F', 'U', 'C', 'B'), 596596812.9999999] 
[('E', 'A', 'S', 'T', 'F', 'U', 'B', 'D', 'C', 'G'), 596585953.2499998] 
[('A', 'T', 'E', 'S', 'B', 'U', 'D', 'G', 'F', 'C'), 596561272.1500001] 
[('E', 'S', 'A', 'T', 'C', 'G', 'U', 'D', 'B', 'F'), 596554552.9999996] 
[('T', 'A', 'E', 'S', 'U', 'C', 'F', 'G', 'D', 'B'), 596496921.05] 
[('A', 'S', 'T', 'E', 'C', 'B', 'D', 'F', 'U', 'G'), 596496565.8999996] 
[('E', 'A', 'S', 'T', 'U', 'B', 'D', 'G', 'F', 'C'), 596471643.0999998] 
[('E', 'S', 'A', 'T', 'G', 'C', 'U', 'D', 'F', 'B'), 596460246.6000003] 
[('E', 'S', 'A', 'T', 'B', 'U', 'D', 'C', 'G', 'F'), 596455009.1000005] 
[('E', 'S', 'A', 'T', 'B', 'D', 'F', 'C', 'U', 'G'), 596405289.3000004] 
[('E', 'A', 'S', 'T', 'F', 'C', 'B', 'G', 'U', 'D'), 596388154.9499998] 
[('E', 'T', 'S', 'A', 'C', 'D', 'G', 'U', 'B', 'F'), 596384459.2] 
[('E', 'A', 'S', 'T', 'D', 'F', 'B', 'U', 'G', 'C'), 596382265.9499998] 
[('A', 'E', 'T', 'S', 'U', 'D', 'C', 'F', 'G', 'B'), 596366933.6] 
[('E', 'S', 'A', 'T', 'D', 'F', 'B', 'G', 'C', 'U'), 596365347.3499997] 
[('E', 'A', 'S', 'T', 'G', 'C', 'F', 'D', 'B', 'U'), 596340889.9000001] 
[('T', 'A', 'E', 'S', 'D', 'C', 'U', 'G', 'F', 'B'), 596322412.8000001] 
[('E', 'A', 'S', 'T', 'U', 'G', 'B', 'F', 'D', 'C'), 596314822.6999993] 
[('E', 'T', 'A', 'S', 'G', 'U', 'F', 'D', 'C', 'B'), 596306250.9500003] 
[('A', 'T', 'S', 'E', 'D', 'C', 'B', 'G', 'U', 'F'), 596301641.1999997] 
[('E', 'A', 'S', 'T', 'D', 'F', 'C', 'B', 'U', 'G'), 596288895.65] 
[('E', 'A', 'S', 'T', 'D', 'G', 'C', 'F', 'U', 'B'), 596277362.1500001] 
[('E', 'S', 'A', 'T', 'G', 'F', 'U', 'C', 'B', 'D'), 596276057.6999998] 
[('A', 'S', 'T', 'E', 'D', 'B', 'G', 'F', 'C', 'U'), 596253156.4499998] 
[('E', 'T', 'S', 'A', 'D', 'C', 'G', 'F', 'U', 'B'), 596250405.15] 
[('S', 'E', 'A', 'T', 'U', 'C', 'B', 'D', 'F', 'G'), 596238623.0499997] 
[('T', 'E', 'A', 'S', 'G', 'D', 'U', 'C', 'F', 'B'), 596237470.7000005] 
[('E', 'A', 'S', 'T', 'G', 'C', 'B', 'U', 'D', 'F'), 596226885.3999999] 
[('E', 'S', 'A', 'T', 'F', 'U', 'B', 'C', 'G', 'D'), 596216217.5500001] 
[('E', 'A', 'S', 'T', 'F', 'C', 'G', 'B', 'U', 'D'), 596209769.9500002] 
[('S', 'A', 'T', 'E', 'B', 'D', 'C', 'U', 'F', 'G'), 596176331.4000002] 
[('A', 'T', 'E', 'S', 'G', 'F', 'U', 'C', 'B', 'D'), 596168718.3000001] 
[('E', 'T', 'A', 'S', 'C', 'D', 'U', 'F', 'G', 'B'), 596131945.7500001] 
[('E', 'A', 'S', 'T', 'D', 'U', 'B', 'C', 'F', 'G'), 596128573.1499997] 
[('A', 'S', 'T', 'E', 'B', 'D', 'G', 'F', 'C', 'U'), 596095313.15] 
[('E', 'T', 'A', 'S', 'C', 'U', 'F', 'G', 'B', 'D'), 596069898.9499998] 
[('A', 'E', 'S', 'T', 'B', 'D', 'U', 'G', 'C', 'F'), 596021465.0000002] 
[('A', 'E', 'S', 'T', 'U', 'G', 'B', 'F', 'C', 'D'), 595995703.3499999] 
[('E', 'A', 'S', 'T', 'B', 'D', 'U', 'F', 'G', 'C'), 595968487.5999999] 
[('A', 'T', 'E', 'S', 'D', 'F', 'B', 'C', 'G', 'U'), 595966610.4499999] 
[('S', 'A', 'T', 'E', 'D', 'C', 'B', 'F', 'G', 'U'), 595945518.5999998] 
[('A', 'E', 'S', 'T', 'B', 'D', 'U', 'F', 'C', 'G'), 595938113.1] 
[('A', 'E', 'T', 'S', 'U', 'D', 'C', 'F', 'B', 'G'), 595931199.4000002] 
[('A', 'S', 'T', 'E', 'F', 'D', 'B', 'C', 'G', 'U'), 595903410.5000001] 
[('T', 'A', 'E', 'S', 'D', 'C', 'U', 'B', 'F', 'G'), 595887501.2000002] 
[('A', 'T', 'E', 'S', 'D', 'C', 'G', 'B', 'F', 'U'), 595877473.6] 
[('T', 'A', 'E', 'S', 'F', 'C', 'U', 'D', 'G', 'B'), 595870088.6000001] 
[('A', 'E', 'S', 'T', 'G', 'U', 'F', 'D', 'C', 'B'), 595862075.95] 
[('E', 'T', 'S', 'A', 'C', 'D', 'B', 'U', 'G', 'F'), 595858938.1000001] 
[('A', 'T', 'E', 'S', 'F', 'B', 'U', 'C', 'D', 'G'), 595839523.0999998] 
[('A', 'S', 'T', 'E', 'F', 'D', 'B', 'C', 'U', 'G'), 595793262.8] 
[('T', 'A', 'E', 'S', 'U', 'F', 'B', 'D', 'G', 'C'), 595790612.3499999] 
[('E', 'A', 'S', 'T', 'G', 'C', 'B', 'D', 'F', 'U'), 595752165.0999999] 
[('E', 'S', 'A', 'T', 'G', 'U', 'C', 'D', 'B', 'F'), 595747664.6999999] 
[('A', 'T', 'E', 'S', 'C', 'G', 'B', 'D', 'U', 'F'), 595744812.4499997] 
[('S', 'A', 'T', 'E', 'U', 'D', 'C', 'G', 'F', 'B'), 595735459.65] 
[('A', 'E', 'S', 'T', 'U', 'B', 'G', 'F', 'C', 'D'), 595725425.0000002] 
[('E', 'A', 'T', 'S', 'U', 'D', 'B', 'C', 'F', 'G'), 595717951.8] 
[('A', 'T', 'E', 'S', 'D', 'F', 'B', 'C', 'U', 'G'), 595709150.0499996] 
[('E', 'T', 'A', 'S', 'D', 'C', 'U', 'G', 'F', 'B'), 595696507.3499998] 
[('A', 'T', 'E', 'S', 'D', 'B', 'F', 'U', 'C', 'G'), 595680328.7499999] 
[('S', 'A', 'T', 'E', 'D', 'C', 'B', 'G', 'F', 'U'), 595679834.9999999] 
[('T', 'E', 'S', 'A', 'U', 'C', 'D', 'F', 'B', 'G'), 595662176.3999999] 
[('S', 'A', 'T', 'E', 'U', 'D', 'B', 'C', 'F', 'G'), 595628746.4499999] 
[('E', 'T', 'A', 'S', 'G', 'D', 'U', 'C', 'F', 'B'), 595622868.6500006] 
[('A', 'T', 'S', 'E', 'D', 'C', 'B', 'F', 'U', 'G'), 595616493.1999997] 
[('E', 'T', 'S', 'A', 'D', 'C', 'G', 'B', 'U', 'F'), 595615981.4500002] 
[('T', 'A', 'E', 'S', 'D', 'B', 'U', 'C', 'G', 'F'), 595598540.4000006] 
[('E', 'S', 'A', 'T', 'D', 'C', 'B', 'G', 'F', 'U'), 595580025.3499999] 
[('S', 'E', 'A', 'T', 'U', 'F', 'B', 'D', 'G', 'C'), 595542068.5499998] 
[('E', 'A', 'S', 'T', 'F', 'G', 'U', 'D', 'C', 'B'), 595513556.6500003] 
[('E', 'S', 'T', 'A', 'C', 'D', 'G', 'B', 'F', 'U'), 595508597.1] 
[('E', 'A', 'S', 'T', 'G', 'C', 'D', 'U', 'B', 'F'), 595507695.4] 
[('A', 'S', 'E', 'T', 'C', 'F', 'U', 'D', 'G', 'B'), 595489845.7499996] 
[('E', 'S', 'A', 'T', 'D', 'G', 'F', 'C', 'B', 'U'), 595483436.9499998] 
[('E', 'T', 'A', 'S', 'C', 'U', 'D', 'B', 'G', 'F'), 595475972.35] 
[('A', 'E', 'S', 'T', 'B', 'D', 'G', 'F', 'U', 'C'), 595469761.5] 
[('A', 'E', 'S', 'T', 'G', 'C', 'U', 'D', 'B', 'F'), 595467415.2] 
[('E', 'A', 'S', 'T', 'G', 'U', 'F', 'D', 'C', 'B'), 595449670.3000003] 
[('E', 'A', 'S', 'T', 'D', 'F', 'C', 'B', 'G', 'U'), 595445742.7500001] 
[('A', 'E', 'S', 'T', 'F', 'U', 'C', 'D', 'B', 'G'), 595427938.5499997] 
[('T', 'E', 'A', 'S', 'U', 'C', 'B', 'D', 'F', 'G'), 595426728.1499997] 
[('S', 'A', 'T', 'E', 'U', 'D', 'G', 'C', 'B', 'F'), 595426102.65] 
[('A', 'S', 'T', 'E', 'B', 'C', 'D', 'U', 'F', 'G'), 595416487.6000001] 
[('T', 'E', 'S', 'A', 'U', 'D', 'G', 'B', 'F', 'C'), 595409003.6500002] 
[('A', 'E', 'S', 'T', 'F', 'U', 'C', 'D', 'G', 'B'), 595405255.9499998] 
[('A', 'T', 'E', 'S', 'D', 'C', 'G', 'F', 'B', 'U'), 595393313.8999997] 
[('A', 'S', 'T', 'E', 'F', 'D', 'B', 'U', 'G', 'C'), 595380008.8000003] 
[('E', 'A', 'S', 'T', 'B', 'C', 'D', 'U', 'F', 'G'), 595288049.6000003] 
[('E', 'A', 'S', 'T', 'D', 'G', 'F', 'C', 'B', 'U'), 595280104.1499999] 
[('A', 'S', 'T', 'E', 'D', 'C', 'U', 'G', 'B', 'F'), 595252749.8999997] 
[('A', 'S', 'E', 'T', 'D', 'U', 'G', 'B', 'F', 'C'), 595200072.85] 
[('E', 'T', 'S', 'A', 'C', 'D', 'B', 'U', 'F', 'G'), 595181324.2000003] 
[('E', 'T', 'A', 'S', 'C', 'U', 'F', 'B', 'G', 'D'), 595153703.4499999] 
[('E', 'A', 'S', 'T', 'D', 'B', 'G', 'U', 'C', 'F'), 595141235.5500001] 
[('E', 'S', 'A', 'T', 'C', 'F', 'B', 'U', 'D', 'G'), 595136382.2999998] 
[('E', 'S', 'A', 'T', 'B', 'D', 'U', 'F', 'C', 'G'), 595135679.1000001] 
[('A', 'S', 'T', 'E', 'D', 'C', 'U', 'F', 'G', 'B'), 595124256.5999994] 
[('T', 'A', 'E', 'S', 'U', 'C', 'F', 'B', 'D', 'G'), 595088400.0499998] 
[('E', 'A', 'S', 'T', 'B', 'C', 'U', 'D', 'G', 'F'), 595080505.8000003] 
[('E', 'A', 'S', 'T', 'B', 'C', 'F', 'U', 'G', 'D'), 595070711.1000003] 
[('E', 'S', 'A', 'T', 'D', 'F', 'C', 'G', 'U', 'B'), 595045850.5499998] 
[('E', 'S', 'A', 'T', 'D', 'C', 'B', 'F', 'G', 'U'), 595041036.0499997] 
[('A', 'T', 'S', 'E', 'D', 'C', 'B', 'G', 'F', 'U'), 595040577.1999997] 
[('E', 'S', 'A', 'T', 'F', 'C', 'U', 'B', 'D', 'G'), 595009668.5499998] 
[('T', 'E', 'A', 'S', 'U', 'F', 'G', 'D', 'C', 'B'), 594999754.7500004] 
[('E', 'S', 'A', 'T', 'D', 'G', 'F', 'U', 'C', 'B'), 594983036.8500004] 
[('A', 'E', 'T', 'S', 'U', 'D', 'F', 'B', 'C', 'G'), 594962647.1000001] 
[('A', 'E', 'S', 'T', 'F', 'C', 'B', 'U', 'G', 'D'), 594942464.2000003] 
[('E', 'S', 'A', 'T', 'D', 'B', 'F', 'U', 'C', 'G'), 594939826.35] 
[('A', 'T', 'S', 'E', 'C', 'D', 'G', 'B', 'U', 'F'), 594923558.2] 
[('A', 'E', 'S', 'T', 'F', 'C', 'D', 'B', 'G', 'U'), 594916775.0000006] 
[('A', 'E', 'S', 'T', 'B', 'D', 'U', 'G', 'F', 'C'), 594879179.6] 
[('A', 'T', 'E', 'S', 'C', 'B', 'U', 'G', 'F', 'D'), 594877861.1999999] 
